Country,Date,Cumulative_cases,Cases
Louisiana,2022-07-27,28,2
Louisiana,2022-07-28,31,3
Louisiana,2022-07-29,38,7
Louisiana,2022-08-03,58,20
Louisiana,2022-08-10,92,34
Louisiana,2022-08-12,103,11
Louisiana,2022-08-15,108,5
Louisiana,2022-08-16,114,6
Louisiana,2022-08-17,120,6
Louisiana,2022-08-18,127,7
Louisiana,2022-08-22,146,19
Louisiana,2022-08-23,151,5
Louisiana,2022-08-24,155,4
Louisiana,2022-08-25,157,2
Louisiana,2022-08-26,162,5
Louisiana,2022-08-30,183,21
Louisiana,2022-08-31,183,0
Louisiana,2022-09-01,185,2
Louisiana,2022-09-02,185,0
Louisiana,2022-09-06,198,13
Louisiana,2022-09-07,198,0
Louisiana,2022-09-08,204,6
Louisiana,2022-09-09,211,7
Louisiana,2022-09-12,211,0
Louisiana,2022-09-13,218,7
Louisiana,2022-09-14,219,1
Louisiana,2022-09-18,230,11
Louisiana,2022-09-19,234,4
Louisiana,2022-09-20,234,0
Louisiana,2022-09-21,234,0
Louisiana,2022-09-23,243,9
Louisiana,2022-09-26,247,4
Louisiana,2022-09-27,247,0
Louisiana,2022-09-28,247,0
Louisiana,2022-09-29,254,7
Louisiana,2022-10-01,254,0
Louisiana,2022-10-03,254,0
Maine,2022-07-26,1,1
Maine,2022-07-27,1,0
Maine,2022-07-28,1,0
Maine,2022-07-29,1,0
Maine,2022-08-03,2,1
Maine,2022-08-10,3,1
Maine,2022-08-12,3,0
Maine,2022-08-15,3,0
Maine,2022-08-16,3,0
Maine,2022-08-17,3,0
Maine,2022-08-18,3,0
Maine,2022-08-22,5,2
Maine,2022-08-23,5,0
Maine,2022-08-24,5,0
Maine,2022-08-25,5,0
Maine,2022-08-26,5,0
Maine,2022-08-30,5,0
Maine,2022-08-31,5,0
Maine,2022-09-01,5,0
Maine,2022-09-02,7,2
Maine,2022-09-06,7,0
Maine,2022-09-07,7,0
Maine,2022-09-08,7,0
Maine,2022-09-09,7,0
Maine,2022-09-12,7,0
Maine,2022-09-13,7,0
Maine,2022-09-14,7,0
Maine,2022-09-18,9,2
Maine,2022-09-19,9,0
Maine,2022-09-20,9,0
Maine,2022-09-21,9,0
Maine,2022-09-23,9,0
Maine,2022-09-26,9,0
Maine,2022-09-27,9,0
Maine,2022-09-28,9,0
Maine,2022-09-29,9,0
Maine,2022-10-01,9,0
Maine,2022-10-03,9,0
Maryland,2022-06-17,1,1
Maryland,2022-06-22,3,2
Maryland,2022-06-28,5,2
Maryland,2022-07-05,9,4
Maryland,2022-07-07,14,5
Maryland,2022-07-15,37,23
Maryland,2022-07-18,46,9
Maryland,2022-07-19,48,2
Maryland,2022-07-21,49,1
Maryland,2022-07-22,71,22
Maryland,2022-07-25,87,16
Maryland,2022-07-26,91,4
Maryland,2022-07-27,101,10
Maryland,2022-07-28,111,10
Maryland,2022-07-29,117,6
Maryland,2022-08-03,157,40
Maryland,2022-08-10,236,79
Maryland,2022-08-12,275,39
Maryland,2022-08-15,306,31
Maryland,2022-08-16,335,29
Maryland,2022-08-17,349,14
Maryland,2022-08-18,349,0
Maryland,2022-08-22,379,30
Maryland,2022-08-23,431,52
Maryland,2022-08-24,447,16
Maryland,2022-08-25,453,6
Maryland,2022-08-26,461,8
Maryland,2022-08-30,484,23
Maryland,2022-08-31,484,0
Maryland,2022-09-01,519,35
Maryland,2022-09-02,534,15
Maryland,2022-09-06,554,20
Maryland,2022-09-07,559,5
Maryland,2022-09-08,570,11
Maryland,2022-09-09,571,1
Maryland,2022-09-12,571,0
Maryland,2022-09-13,591,20
Maryland,2022-09-14,598,7
Maryland,2022-09-18,609,11
Maryland,2022-09-19,621,12
Maryland,2022-09-20,625,4
Maryland,2022-09-21,631,6
Maryland,2022-09-23,636,5
Maryland,2022-09-26,647,11
Maryland,2022-09-27,650,3
Maryland,2022-09-28,657,7
Maryland,2022-09-29,657,0
Maryland,2022-10-01,659,2
Maryland,2022-10-03,662,3
Massachusetts,2022-06-08,1,1
Massachusetts,2022-06-17,7,6
Massachusetts,2022-06-22,9,2
Massachusetts,2022-06-28,13,4
Massachusetts,2022-07-05,29,16
Massachusetts,2022-07-07,30,1
Massachusetts,2022-07-15,51,21
Massachusetts,2022-07-18,51,0
Massachusetts,2022-07-19,53,2
Massachusetts,2022-07-21,55,2
Massachusetts,2022-07-22,79,24
Massachusetts,2022-07-25,82,3
Massachusetts,2022-07-26,96,14
Massachusetts,2022-07-27,113,17
Massachusetts,2022-07-28,117,4
Massachusetts,2022-07-29,116,-1
Massachusetts,2022-08-03,134,18
Massachusetts,2022-08-10,174,40
Massachusetts,2022-08-12,202,28
Massachusetts,2022-08-15,228,26
Massachusetts,2022-08-16,228,0
Massachusetts,2022-08-17,228,0
Massachusetts,2022-08-18,243,15
Massachusetts,2022-08-22,265,22
Massachusetts,2022-08-23,265,0
Massachusetts,2022-08-24,265,0
Massachusetts,2022-08-25,280,15
Massachusetts,2022-08-26,280,0
Massachusetts,2022-08-30,303,23
Massachusetts,2022-08-31,303,0
Massachusetts,2022-09-01,317,14
Massachusetts,2022-09-02,317,0
Massachusetts,2022-09-06,336,19
Massachusetts,2022-09-07,336,0
Massachusetts,2022-09-08,347,11
Massachusetts,2022-09-09,347,0
Massachusetts,2022-09-12,347,0
Massachusetts,2022-09-13,356,9
Massachusetts,2022-09-14,356,0
Massachusetts,2022-09-18,364,8
Massachusetts,2022-09-19,374,10
Massachusetts,2022-09-20,374,0
Massachusetts,2022-09-21,374,0
Massachusetts,2022-09-23,381,7
Massachusetts,2022-09-26,390,9
Massachusetts,2022-09-27,390,0
Massachusetts,2022-09-28,390,0
Massachusetts,2022-09-29,396,6
Massachusetts,2022-10-01,396,0
Massachusetts,2022-10-03,402,6
Michigan,2022-07-05,1,1
Michigan,2022-07-07,2,1
Michigan,2022-07-15,13,11
Michigan,2022-07-18,14,1
Michigan,2022-07-19,17,3
Michigan,2022-07-21,19,2
Michigan,2022-07-22,27,8
Michigan,2022-07-25,24,-3
Michigan,2022-07-26,24,0
Michigan,2022-07-27,28,4
Michigan,2022-07-28,28,0
Michigan,2022-07-29,28,0
Michigan,2022-08-03,56,28
Michigan,2022-08-10,77,21
Michigan,2022-08-12,92,15
Michigan,2022-08-15,99,7
Michigan,2022-08-16,99,0
Michigan,2022-08-17,99,0
Michigan,2022-08-18,108,9
Michigan,2022-08-22,138,30
Michigan,2022-08-23,143,5
Michigan,2022-08-24,145,2
Michigan,2022-08-25,157,12
Michigan,2022-08-26,165,8
Michigan,2022-08-30,165,0
Michigan,2022-08-31,186,21
Michigan,2022-09-01,190,4
Michigan,2022-09-02,199,9
Michigan,2022-09-06,200,1
Michigan,2022-09-07,202,2
Michigan,2022-09-08,217,15
Michigan,2022-09-09,227,10
Michigan,2022-09-12,227,0
Michigan,2022-09-13,231,4
Michigan,2022-09-14,237,6
Michigan,2022-09-18,244,7
Michigan,2022-09-19,246,2
Michigan,2022-09-20,246,0
Michigan,2022-09-21,257,11
Michigan,2022-09-23,257,0
Michigan,2022-09-26,257,0
Michigan,2022-09-27,266,9
Michigan,2022-09-28,266,0
Michigan,2022-09-29,266,0
Michigan,2022-10-01,266,0
Michigan,2022-10-03,266,0
Minnesota,2022-06-28,2,2
Minnesota,2022-07-05,6,4
Minnesota,2022-07-07,8,2
Minnesota,2022-07-15,12,4
Minnesota,2022-07-18,13,1
Minnesota,2022-07-19,21,8
Minnesota,2022-07-21,19,-2
Minnesota,2022-07-22,19,0
Minnesota,2022-07-25,20,1
Minnesota,2022-07-26,25,5
Minnesota,2022-07-27,28,3
Minnesota,2022-07-28,30,2
Minnesota,2022-07-29,33,3
Minnesota,2022-08-03,39,6
Minnesota,2022-08-10,58,19
Minnesota,2022-08-12,66,8
Minnesota,2022-08-15,72,6
Minnesota,2022-08-16,75,3
Minnesota,2022-08-17,78,3
Minnesota,2022-08-18,87,9
Minnesota,2022-08-22,101,14
Minnesota,2022-08-23,103,2
Minnesota,2022-08-24,106,3
Minnesota,2022-08-25,106,0
Minnesota,2022-08-26,109,3
Minnesota,2022-08-30,124,15
Minnesota,2022-08-31,123,-1
Minnesota,2022-09-01,128,5
Minnesota,2022-09-02,130,2
Minnesota,2022-09-06,141,11
Minnesota,2022-09-07,141,0
Minnesota,2022-09-08,149,8
Minnesota,2022-09-09,153,4
Minnesota,2022-09-12,160,7
Minnesota,2022-09-13,163,3
Minnesota,2022-09-14,163,0
Minnesota,2022-09-18,167,4
Minnesota,2022-09-19,171,4
Minnesota,2022-09-20,173,2
Minnesota,2022-09-21,178,5
Minnesota,2022-09-23,182,4
Minnesota,2022-09-26,186,4
Minnesota,2022-09-27,189,3
Minnesota,2022-09-28,193,4
Minnesota,2022-09-29,195,2
Minnesota,2022-10-01,199,4
Minnesota,2022-10-03,202,3
Mississippi,2022-07-25,1,1
Mississippi,2022-07-26,1,0
Mississippi,2022-07-27,1,0
Mississippi,2022-07-28,1,0
Mississippi,2022-07-29,3,2
Mississippi,2022-08-03,4,1
Mississippi,2022-08-10,8,4
Mississippi,2022-08-12,11,3
Mississippi,2022-08-15,11,0
Mississippi,2022-08-16,16,5
Mississippi,2022-08-17,17,1
Mississippi,2022-08-18,18,1
Mississippi,2022-08-22,19,1
Mississippi,2022-08-23,21,2
Mississippi,2022-08-24,23,2
Mississippi,2022-08-25,25,2
Mississippi,2022-08-26,29,4
Mississippi,2022-08-30,32,3
Mississippi,2022-08-31,32,0
Mississippi,2022-09-01,36,4
Mississippi,2022-09-02,40,4
Mississippi,2022-09-06,41,1
Mississippi,2022-09-07,44,3
Mississippi,2022-09-08,45,1
Mississippi,2022-09-09,48,3
Mississippi,2022-09-12,53,5
Mississippi,2022-09-13,52,-1
Mississippi,2022-09-14,55,3
Mississippi,2022-09-18,61,6
Mississippi,2022-09-19,65,4
Mississippi,2022-09-20,66,1
Mississippi,2022-09-21,70,4
Mississippi,2022-09-23,73,3
Mississippi,2022-09-26,79,6
Mississippi,2022-09-27,82,3
Mississippi,2022-09-28,85,3
Mississippi,2022-09-29,85,0
Mississippi,2022-10-01,87,2
Mississippi,2022-10-03,87,0
Missouri,2022-06-22,2,2
Missouri,2022-06-28,2,0
Missouri,2022-07-05,3,1
Missouri,2022-07-07,3,0
Missouri,2022-07-15,4,1
Missouri,2022-07-18,4,0
Missouri,2022-07-19,9,5
Missouri,2022-07-21,8,-1
Missouri,2022-07-22,5,-3
Missouri,2022-07-25,8,3
Missouri,2022-07-26,5,-3
Missouri,2022-07-27,6,1
Missouri,2022-07-28,8,2
Missouri,2022-07-29,9,1
Missouri,2022-08-03,12,3
Missouri,2022-08-10,18,6
Missouri,2022-08-12,20,2
Missouri,2022-08-15,21,1
Missouri,2022-08-16,24,3
Missouri,2022-08-17,25,1
Missouri,2022-08-18,25,0
Missouri,2022-08-22,34,9
Missouri,2022-08-23,38,4
Missouri,2022-08-24,39,1
Missouri,2022-08-25,41,2
Missouri,2022-08-26,42,1
Missouri,2022-08-30,50,8
Missouri,2022-08-31,53,3
Missouri,2022-09-01,53,0
Missouri,2022-09-02,55,2
Missouri,2022-09-06,59,4
Missouri,2022-09-07,61,2
Missouri,2022-09-08,61,0
Missouri,2022-09-09,61,0
Missouri,2022-09-12,62,1
Missouri,2022-09-13,69,7
Missouri,2022-09-14,70,1
Missouri,2022-09-18,75,5
Missouri,2022-09-19,81,6
Missouri,2022-09-20,82,1
Missouri,2022-09-21,84,2
Missouri,2022-09-23,84,0
Missouri,2022-09-26,96,12
Missouri,2022-09-27,97,1
Missouri,2022-09-28,103,6
Missouri,2022-09-29,103,0
Missouri,2022-10-01,113,10
Missouri,2022-10-03,119,6
Montana,2022-08-10,2,2
Montana,2022-08-12,2,0
Montana,2022-08-15,2,0
Montana,2022-08-16,2,0
Montana,2022-08-17,2,0
Montana,2022-08-18,2,0
Montana,2022-08-22,2,0
Montana,2022-08-23,2,0
Montana,2022-08-24,2,0
Montana,2022-08-25,2,0
Montana,2022-08-26,3,1
Montana,2022-08-30,4,1
Montana,2022-08-31,5,1
Montana,2022-09-01,5,0
Montana,2022-09-02,5,0
Montana,2022-09-06,5,0
Montana,2022-09-07,5,0
Montana,2022-09-08,5,0
Montana,2022-09-09,5,0
Montana,2022-09-12,5,0
Montana,2022-09-13,5,0
Montana,2022-09-14,5,0
Montana,2022-09-18,5,0
Montana,2022-09-19,5,0
Montana,2022-09-20,5,0
Montana,2022-09-21,5,0
Montana,2022-09-23,5,0
Montana,2022-09-26,5,0
Montana,2022-09-27,5,0
Montana,2022-09-28,5,0
Montana,2022-09-29,5,0
Montana,2022-10-01,6,1
Montana,2022-10-03,6,0
Nebraska,2022-06-28,1,1
Nebraska,2022-07-05,1,0
Nebraska,2022-07-07,1,0
Nebraska,2022-07-15,2,1
Nebraska,2022-07-18,4,2
Nebraska,2022-07-19,2,-2
Nebraska,2022-07-21,5,3
Nebraska,2022-07-22,5,0
Nebraska,2022-07-25,5,0
Nebraska,2022-07-26,5,0
Nebraska,2022-07-27,8,3
Nebraska,2022-07-28,9,1
Nebraska,2022-07-29,10,1
Nebraska,2022-08-03,10,0
Nebraska,2022-08-10,14,4
Nebraska,2022-08-12,15,1
Nebraska,2022-08-15,15,0
Nebraska,2022-08-16,17,2
Nebraska,2022-08-17,17,0
Nebraska,2022-08-18,18,1
Nebraska,2022-08-22,21,3
Nebraska,2022-08-23,23,2
Nebraska,2022-08-24,23,0
Nebraska,2022-08-25,23,0
Nebraska,2022-08-26,25,2
Nebraska,2022-08-30,26,1
Nebraska,2022-08-31,27,1
Nebraska,2022-09-01,27,0
Nebraska,2022-09-02,27,0
Nebraska,2022-09-06,28,1
Nebraska,2022-09-07,28,0
Nebraska,2022-09-08,28,0
Nebraska,2022-09-09,28,0
Nebraska,2022-09-12,28,0
Nebraska,2022-09-13,28,0
Nebraska,2022-09-14,28,0
Nebraska,2022-09-18,28,0
Nebraska,2022-09-19,28,0
Nebraska,2022-09-20,28,0
Nebraska,2022-09-21,28,0
Nebraska,2022-09-23,28,0
Nebraska,2022-09-26,28,0
Nebraska,2022-09-27,28,0
Nebraska,2022-09-28,28,0
Nebraska,2022-09-29,28,0
Nebraska,2022-10-01,28,0
Nebraska,2022-10-03,29,1
Nevada,2022-06-17,1,1
Nevada,2022-06-22,1,0
Nevada,2022-06-28,2,1
Nevada,2022-07-05,2,0
Nevada,2022-07-07,4,2
Nevada,2022-07-15,6,2
Nevada,2022-07-18,6,0
Nevada,2022-07-19,6,0
Nevada,2022-07-21,8,2
Nevada,2022-07-22,8,0
Nevada,2022-07-25,11,3
Nevada,2022-07-26,11,0
Nevada,2022-07-27,11,0
Nevada,2022-07-28,14,3
Nevada,2022-07-29,14,0
Nevada,2022-08-03,26,12
Nevada,2022-08-10,56,30
Nevada,2022-08-12,74,18
Nevada,2022-08-15,76,2
Nevada,2022-08-16,83,7
Nevada,2022-08-17,109,26
Nevada,2022-08-18,113,4
Nevada,2022-08-22,118,5
Nevada,2022-08-23,124,6
Nevada,2022-08-24,124,0
Nevada,2022-08-25,126,2
Nevada,2022-08-26,127,1
Nevada,2022-08-30,139,12
Nevada,2022-08-31,141,2
Nevada,2022-09-01,149,8
Nevada,2022-09-02,154,5
Nevada,2022-09-06,154,0
Nevada,2022-09-07,204,50
Nevada,2022-09-08,204,0
Nevada,2022-09-09,204,0
Nevada,2022-09-12,204,0
Nevada,2022-09-13,204,0
Nevada,2022-09-14,204,0
Nevada,2022-09-18,217,13
Nevada,2022-09-19,217,0
Nevada,2022-09-20,217,0
Nevada,2022-09-21,217,0
Nevada,2022-09-23,218,1
Nevada,2022-09-26,263,45
Nevada,2022-09-27,263,0
Nevada,2022-09-28,264,1
Nevada,2022-09-29,266,2
Nevada,2022-10-01,267,1
Nevada,2022-10-03,267,0
New Hampshire,2022-07-05,1,1
New Hampshire,2022-07-07,1,0
New Hampshire,2022-07-15,1,0
New Hampshire,2022-07-18,1,0
New Hampshire,2022-07-19,1,0
New Hampshire,2022-07-21,3,2
New Hampshire,2022-07-22,3,0
New Hampshire,2022-07-25,6,3
New Hampshire,2022-07-26,6,0
New Hampshire,2022-07-27,7,1
New Hampshire,2022-07-28,7,0
New Hampshire,2022-07-29,9,2
New Hampshire,2022-08-03,14,5
New Hampshire,2022-08-10,15,1
New Hampshire,2022-08-12,15,0
New Hampshire,2022-08-15,15,0
New Hampshire,2022-08-16,15,0
New Hampshire,2022-08-17,15,0
New Hampshire,2022-08-18,16,1
New Hampshire,2022-08-22,16,0
New Hampshire,2022-08-23,16,0
New Hampshire,2022-08-24,17,1
New Hampshire,2022-08-25,18,1
New Hampshire,2022-08-26,19,1
New Hampshire,2022-08-30,19,0
New Hampshire,2022-08-31,20,1
New Hampshire,2022-09-01,22,2
New Hampshire,2022-09-02,22,0
New Hampshire,2022-09-06,22,0
New Hampshire,2022-09-07,22,0
New Hampshire,2022-09-08,22,0
New Hampshire,2022-09-09,23,1
New Hampshire,2022-09-12,23,0
New Hampshire,2022-09-13,25,2
New Hampshire,2022-09-14,27,2
New Hampshire,2022-09-18,27,0
New Hampshire,2022-09-19,28,1
New Hampshire,2022-09-20,28,0
New Hampshire,2022-09-21,28,0
New Hampshire,2022-09-23,29,1
New Hampshire,2022-09-26,29,0
New Hampshire,2022-09-27,29,0
New Hampshire,2022-09-28,29,0
New Hampshire,2022-09-29,29,0
New Hampshire,2022-10-01,30,1
New Hampshire,2022-10-03,30,0
New Jersey,2022-06-22,1,1
New Jersey,2022-06-28,2,1
New Jersey,2022-07-05,7,5
New Jersey,2022-07-07,8,1
New Jersey,2022-07-15,31,23
New Jersey,2022-07-18,31,0
New Jersey,2022-07-19,41,10
New Jersey,2022-07-21,41,0
New Jersey,2022-07-22,41,0
New Jersey,2022-07-25,81,40
New Jersey,2022-07-26,89,8
New Jersey,2022-07-27,102,13
New Jersey,2022-07-28,110,8
New Jersey,2022-07-29,118,8
New Jersey,2022-08-03,160,42
New Jersey,2022-08-10,277,117
New Jersey,2022-08-12,293,16
New Jersey,2022-08-15,335,42
New Jersey,2022-08-16,335,0
New Jersey,2022-08-17,367,32
New Jersey,2022-08-18,377,10
New Jersey,2022-08-22,420,43
New Jersey,2022-08-23,420,0
New Jersey,2022-08-24,450,30
New Jersey,2022-08-25,471,21
New Jersey,2022-08-26,479,8
New Jersey,2022-08-30,512,33
New Jersey,2022-08-31,512,0
New Jersey,2022-09-01,538,26
New Jersey,2022-09-02,561,23
New Jersey,2022-09-06,594,33
New Jersey,2022-09-07,595,1
New Jersey,2022-09-08,595,0
New Jersey,2022-09-09,610,15
New Jersey,2022-09-12,610,0
New Jersey,2022-09-13,631,21
New Jersey,2022-09-14,633,2
New Jersey,2022-09-18,647,14
New Jersey,2022-09-19,654,7
New Jersey,2022-09-20,661,7
New Jersey,2022-09-21,668,7
New Jersey,2022-09-23,683,15
New Jersey,2022-09-26,695,12
New Jersey,2022-09-27,698,3
New Jersey,2022-09-28,701,3
New Jersey,2022-09-29,706,5
New Jersey,2022-10-01,713,7
New Jersey,2022-10-03,720,7
New Mexico,2022-07-15,5,5
New Mexico,2022-07-18,6,1
New Mexico,2022-07-19,6,0
New Mexico,2022-07-21,7,1
New Mexico,2022-07-22,7,0
New Mexico,2022-07-25,7,0
New Mexico,2022-07-26,7,0
New Mexico,2022-07-27,7,0
New Mexico,2022-07-28,7,0
New Mexico,2022-07-29,7,0
New Mexico,2022-08-03,10,3
New Mexico,2022-08-10,13,3
New Mexico,2022-08-12,16,3
New Mexico,2022-08-15,16,0
New Mexico,2022-08-16,16,0
New Mexico,2022-08-17,16,0
New Mexico,2022-08-18,16,0
New Mexico,2022-08-22,19,3
New Mexico,2022-08-23,19,0
New Mexico,2022-08-24,21,2
New Mexico,2022-08-25,23,2
New Mexico,2022-08-26,23,0
New Mexico,2022-08-30,25,2
New Mexico,2022-08-31,26,1
New Mexico,2022-09-01,26,0
New Mexico,2022-09-02,26,0
New Mexico,2022-09-06,27,1
New Mexico,2022-09-07,27,0
New Mexico,2022-09-08,27,0
New Mexico,2022-09-09,32,5
New Mexico,2022-09-12,32,0
New Mexico,2022-09-13,32,0
New Mexico,2022-09-14,33,1
New Mexico,2022-09-18,33,0
New Mexico,2022-09-19,33,0
New Mexico,2022-09-20,40,7
New Mexico,2022-09-21,40,0
New Mexico,2022-09-23,40,0
New Mexico,2022-09-26,40,0
New Mexico,2022-09-27,40,0
New Mexico,2022-09-28,40,0
New Mexico,2022-09-29,40,0
New Mexico,2022-10-01,40,0
New Mexico,2022-10-03,42,2
New York,2022-06-08,9,9
New York,2022-06-17,21,12
New York,2022-06-22,22,1
New York,2022-06-28,63,41
New York,2022-07-05,96,33
New York,2022-07-07,131,35
New York,2022-07-15,489,358
New York,2022-07-18,521,32
New York,2022-07-19,581,60
New York,2022-07-21,830,249
New York,2022-07-22,900,70
New York,2022-07-25,990,90
New York,2022-07-26,900,-90
New York,2022-07-27,1228,328
New York,2022-07-28,1247,19
New York,2022-07-29,1345,98
New York,2022-08-03,1666,321
New York,2022-08-10,2132,466
New York,2022-08-12,2295,163
New York,2022-08-15,2376,81
New York,2022-08-16,2620,244
New York,2022-08-17,2675,55
New York,2022-08-18,2744,69
New York,2022-08-22,2910,166
New York,2022-08-23,3019,109
New York,2022-08-24,3038,19
New York,2022-08-25,3117,79
New York,2022-08-26,3124,7
New York,2022-08-30,3273,149
New York,2022-08-31,3310,37
New York,2022-09-01,3367,57
New York,2022-09-02,3403,36
New York,2022-09-06,3526,123
New York,2022-09-07,3542,16
New York,2022-09-08,3555,13
New York,2022-09-09,3591,36
New York,2022-09-12,3591,0
New York,2022-09-13,3679,88
New York,2022-09-14,3694,15
New York,2022-09-18,3738,44
New York,2022-09-19,3755,17
New York,2022-09-20,3799,44
New York,2022-09-21,3810,11
New York,2022-09-23,3842,32
New York,2022-09-26,3881,39
New York,2022-09-27,3895,14
New York,2022-09-28,3904,9
New York,2022-09-29,3914,10
New York,2022-10-01,3929,15
New York,2022-10-03,3948,19
Non U.S. resident in the U.S.,2022-06-28,2,2
Non U.S. resident in the U.S.,2022-07-05,3,1
Non U.S. resident in the U.S.,2022-07-07,3,0
Non-US Resident,2022-07-18,3,3
Non-US Resident,2022-07-19,3,0
Non-US Resident,2022-07-21,3,0
Non-US Resident,2022-07-22,3,0
Non-US Resident,2022-07-25,3,0
Non-US Resident,2022-07-26,3,0
Non-US Resident,2022-07-27,3,0
Non-US Resident,2022-07-28,3,0
Non-US Resident,2022-08-03,3,0
Non-US Resident,2022-08-10,3,0
Non-US Resident,2022-08-12,3,0
Non-US Resident,2022-08-15,3,0
Non-US Resident,2022-08-16,3,0
Non-US Resident,2022-08-17,3,0
Non-US Resident,2022-08-18,3,0
Non-US Resident,2022-08-22,3,0
Non-US Resident,2022-08-23,3,0
Non-US Resident,2022-08-24,3,0
Non-US Resident,2022-08-25,3,0
Non-US Resident,2022-08-26,3,0
Non-US Resident,2022-08-30,3,0
Non-US Resident,2022-08-31,3,0
Non-US Resident,2022-09-01,3,0
Non-US Resident,2022-09-02,3,0
Non-US Resident,2022-09-06,3,0
Non-US Resident,2022-09-07,3,0
Non-US Resident,2022-09-08,3,0
Non-US Resident,2022-09-09,3,0
Non-US Resident,2022-09-12,3,0
Non-US Resident,2022-09-13,3,0
Non-US Resident,2022-09-14,3,0
Non-US Resident,2022-09-18,3,0
Non-US Resident,2022-09-19,3,0
Non-US Resident,2022-09-20,3,0
Non-US Resident,2022-09-21,3,0
Non-US Resident,2022-09-23,3,0
Non-US Resident,2022-09-26,3,0
Non-US Resident,2022-09-27,3,0
Non-US Resident,2022-09-28,3,0
Non-US Resident,2022-09-29,3,0
Non-US Resident,2022-10-01,3,0
Non-US Resident,2022-10-03,3,0
North Carolina,2022-06-28,2,2
North Carolina,2022-07-05,2,0
North Carolina,2022-07-07,3,1
North Carolina,2022-07-15,13,10
North Carolina,2022-07-18,13,0
North Carolina,2022-07-19,13,0
North Carolina,2022-07-21,13,0
North Carolina,2022-07-22,13,0
North Carolina,2022-07-25,34,21
North Carolina,2022-07-26,38,4
North Carolina,2022-07-27,15,-23
North Carolina,2022-07-28,46,31
North Carolina,2022-07-29,53,7
North Carolina,2022-08-03,72,19
North Carolina,2022-08-10,122,50
North Carolina,2022-08-12,138,16
North Carolina,2022-08-15,162,24
North Carolina,2022-08-16,180,18
North Carolina,2022-08-17,188,8
North Carolina,2022-08-18,188,0
North Carolina,2022-08-22,250,62
North Carolina,2022-08-23,261,11
North Carolina,2022-08-24,265,4
North Carolina,2022-08-25,265,0
North Carolina,2022-08-26,288,23
North Carolina,2022-08-30,308,20
North Carolina,2022-08-31,318,10
North Carolina,2022-09-01,322,4
North Carolina,2022-09-02,346,24
North Carolina,2022-09-06,377,31
North Carolina,2022-09-07,382,5
North Carolina,2022-09-08,387,5
North Carolina,2022-09-09,387,0
North Carolina,2022-09-12,387,0
North Carolina,2022-09-13,428,41
North Carolina,2022-09-14,435,7
North Carolina,2022-09-18,434,-1
North Carolina,2022-09-19,434,0
North Carolina,2022-09-20,434,0
North Carolina,2022-09-21,434,0
North Carolina,2022-09-23,512,78
North Carolina,2022-09-26,510,-2
North Carolina,2022-09-27,510,0
North Carolina,2022-09-28,566,56
North Carolina,2022-09-29,566,0
North Carolina,2022-10-01,566,0
North Carolina,2022-10-03,566,0
North Dakota,2022-07-21,1,1
North Dakota,2022-07-22,1,0
North Dakota,2022-07-25,1,0
North Dakota,2022-07-26,1,0
North Dakota,2022-07-27,1,0
North Dakota,2022-07-28,1,0
North Dakota,2022-07-29,1,0
North Dakota,2022-08-03,1,0
North Dakota,2022-08-10,2,1
North Dakota,2022-08-12,2,0
North Dakota,2022-08-15,2,0
North Dakota,2022-08-16,2,0
North Dakota,2022-08-17,3,1
North Dakota,2022-08-18,3,0
North Dakota,2022-08-22,4,1
North Dakota,2022-08-23,4,0
North Dakota,2022-08-24,4,0
North Dakota,2022-08-25,4,0
North Dakota,2022-08-26,4,0
North Dakota,2022-08-30,5,1
North Dakota,2022-08-31,5,0
North Dakota,2022-09-01,5,0
North Dakota,2022-09-02,5,0
North Dakota,2022-09-06,5,0
North Dakota,2022-09-07,5,0
North Dakota,2022-09-08,5,0
North Dakota,2022-09-09,5,0
North Dakota,2022-09-12,5,0
North Dakota,2022-09-13,5,0
North Dakota,2022-09-14,5,0
North Dakota,2022-09-18,5,0
North Dakota,2022-09-19,5,0
North Dakota,2022-09-20,5,0
North Dakota,2022-09-21,5,0
North Dakota,2022-09-23,6,1
North Dakota,2022-09-26,6,0
North Dakota,2022-09-27,6,0
North Dakota,2022-09-28,6,0
North Dakota,2022-09-29,6,0
North Dakota,2022-10-01,6,0
North Dakota,2022-10-03,6,0
Ohio,2022-06-17,1,1
Ohio,2022-06-22,1,0
Ohio,2022-06-28,2,1
Ohio,2022-07-05,3,1
Ohio,2022-07-07,3,0
Ohio,2022-07-15,7,4
Ohio,2022-07-18,7,0
Ohio,2022-07-19,7,0
Ohio,2022-07-21,9,2
Ohio,2022-07-22,4,-5
Ohio,2022-07-25,15,11
Ohio,2022-07-26,17,2
Ohio,2022-07-27,17,0
Ohio,2022-07-28,20,3
Ohio,2022-07-29,23,3
Ohio,2022-08-03,34,11
Ohio,2022-08-10,75,41
Ohio,2022-08-12,89,14
Ohio,2022-08-15,101,12
Ohio,2022-08-16,116,15
Ohio,2022-08-17,119,3
Ohio,2022-08-18,123,4
Ohio,2022-08-22,133,10
Ohio,2022-08-23,139,6
Ohio,2022-08-24,144,5
Ohio,2022-08-25,148,4
Ohio,2022-08-26,151,3
Ohio,2022-08-30,167,16
Ohio,2022-08-31,172,5
Ohio,2022-09-01,185,13
Ohio,2022-09-02,190,5
Ohio,2022-09-06,210,20
Ohio,2022-09-07,213,3
