"","SAR","Infections","Reff_1","Reff_2","n"
"275",0.422309805456306,0.0197640737769512,0.236792986352638,0.473585972705275,27400
"276",0.42391350326733,0.0198249345001242,0.23589718003613,0.471794360072261,27500
"277",0.425518496926496,0.0198857475512222,0.235007410306006,0.470014820612012,27600
"278",0.427124787348464,0.0199465130896755,0.234123616708801,0.468247233417602,27700
"279",0.428732375440055,0.0200072312738699,0.233245739600045,0.466491479200091,27800
"280",0.430341262100375,0.0200679022611576,0.232373720130689,0.464747440261378,27900
"281",0.431951448220935,0.020128526207867,0.231507500233804,0.463015000467608,28000
"282",0.433562934685769,0.0201891032693126,0.230647022611554,0.461294045223107,28100
"283",0.435175722371554,0.0202496335998055,0.22979223072242,0.45958446144484,28200
"284",0.436789812147724,0.0203101173526625,0.228943068768691,0.457886137537382,28300
"285",0.43840520487658,0.0203705546802164,0.228099481684192,0.456198963368385,28400
"286",0.440021901413402,0.0204309457338253,0.227261415122266,0.454522830244532,28500
"287",0.44163990260656,0.0204912906638816,0.226428815443984,0.452857630887969,28600
"288",0.443259209297618,0.0205515896198221,0.225601629706596,0.451203259413193,28700
"289",0.444879822321442,0.0206118427501363,0.224779805652202,0.449559611304405,28800
"290",0.446501742506299,0.0206720502023763,0.223963291696648,0.447926583393296,28900
"291",0.448124970673964,0.0207322121231651,0.223152036918638,0.446304073837276,29000
"292",0.449749507639813,0.0207923286582059,0.222345991049058,0.444691982098116,29100
"293",0.451375354212928,0.0208523999522902,0.221545104460504,0.443090208921008,29200
"294",0.453002511196188,0.020912426149307,0.220749328157017,0.441498656314034,29300
"295",0.454630979386366,0.0209724073922511,0.219958613764012,0.439917227528023,29400
"296",0.456260759574221,0.0210323438232314,0.219172913518399,0.438345827036799,29500
"297",0.457891852544592,0.0210922355834791,0.2183921802589,0.436784360517799,29600
"298",0.459524259076483,0.0211520828133562,0.217616367416537,0.435232734833075,29700
"299",0.461157979943156,0.0212118856523633,0.216845429005319,0.433690858010638,29800
"300",0.462793015912216,0.0212716442391477,0.216079319613087,0.432158639226173,29900
"301",0.464429367745696,0.0213313587115112,0.215317994392543,0.430635988785086,30000
"302",0.466067036200141,0.0213910292064178,0.214561409052447,0.429122818104893,30100
"303",0.467706022026693,0.0214506558600016,0.213809519848972,0.427619039697944,30200
"304",0.469346325971168,0.0215102388075744,0.21306228357723,0.42612456715446,30300
"305",0.470987948774139,0.0215697781836327,0.212319657562947,0.424639315125894,30400
"306",0.472630891171014,0.0216292741218658,0.211581599654299,0.423163199308598,30500
"307",0.474275153892112,0.0216887267551626,0.210848068213896,0.421696136427792,30600
"308",0.47592073766274,0.0217481362156193,0.210119022110915,0.420238044221829,30700
"309",0.477567643203267,0.0218075026345458,0.209394420713375,0.418788841426751,30800
"310",0.479215871229199,0.0218668261424733,0.208674223880561,0.417348447761122,30900
"311",0.48086542245125,0.0219261068691614,0.207958391955575,0.415916783911149,31000
"312",0.482516297575411,0.0219853449436046,0.207246885758032,0.414493771516065,31100
"313",0.484168497303026,0.0220445404940391,0.206539666576888,0.413079333153777,31200
"314",0.485822022330852,0.0221036936479498,0.205836696163391,0.411673392326783,31300
"315",0.487476873351137,0.0221628045320769,0.205137936724167,0.410275873448333,31400
"316",0.489133051051676,0.0222218732724218,0.204443350914423,0.408886701828846,31500
"317",0.490790556115885,0.0222808999942548,0.203752901831282,0.407505803662563,31600
"318",0.492449389222861,0.0223398848221205,0.203066553007226,0.406133106014452,31700
"319",0.494109551047447,0.0223988278798444,0.202384268403663,0.404768536807327,31800
"320",0.495771042260293,0.0224577292905395,0.201706012404608,0.403412024809216,31900
"321",0.497433863527918,0.0225165891766118,0.20103174981047,0.40206349962094,32000
"322",0.499098015512774,0.0225754076597673,0.200361445831957,0.400722891663915,32100
"323",0.500763498873297,0.0226341848610171,0.199695066084084,0.399390132168167,32200
"324",0.502430314263975,0.022692920900684,0.199032576580282,0.398065153160565,32300
"325",0.5040984623354,0.0227516158984082,0.198373943726623,0.396747887453247,32400
"326",0.505767943734325,0.0228102699731534,0.19771913431613,0.395438268632261,32500
"327",0.507438759103722,0.022868883243212,0.197068115523197,0.394136231046394,32600
"328",0.509110909082835,0.0229274558262111,0.196420854898101,0.392841709796203,32700
"329",0.510784394307236,0.0229859878391186,0.195777320361613,0.391554640723225,32800
"330",0.512459215408876,0.0230444793982479,0.195137480199694,0.390274960399387,32900
"331",0.514135373016138,0.0231029306192638,0.194501303058292,0.389002606116584,33000
"332",0.515812867753891,0.0231613416171885,0.193868757938223,0.387737515876447,33100
"333",0.517491700243537,0.023219712506406,0.193239814190138,0.386479628380277,33200
"334",0.519171871103064,0.0232780434006679,0.192614441509579,0.385228883019159,33300
"335",0.520853380947093,0.023336334413099,0.191992609932118,0.383985219864236,33400
"336",0.522536230386928,0.023394585656202,0.191374289828577,0.382748579657154,33500
"337",0.524220420030603,0.0234527972418627,0.190759451900333,0.381518903800665,33600
"338",0.525905950482931,0.0235109692813553,0.190148067174695,0.380296134349389,33700
"339",0.527592822345546,0.0235691018853476,0.189540107000366,0.379080214000732,33800
"340",0.529281036216953,0.0236271951639051,0.188935543042978,0.377871086085956,33900
"341",0.53097059269257,0.0236852492264974,0.188334347280697,0.376668694561394,34000
"342",0.532661492364773,0.0237432641820013,0.187736491999911,0.375472983999822,34100
"343",0.534353735822942,0.0238012401387074,0.187141949790981,0.374283899581961,34200
"344",0.536047323653499,0.0238591772043235,0.186550693544065,0.37310138708813,34300
"345",0.537742256439954,0.02391707548598,0.185962696445014,0.371925392890028,34400
"346",0.539438534762946,0.0239749350902341,0.185377931971331,0.370755863942663,34500
"347",0.541136159200283,0.024032756123075,0.1847963738882,0.3695927477764,34600
"348",0.542835130326981,0.0240905386899282,0.184217996244576,0.368435992489153,34700
"349",0.544535448715311,0.0241482828956595,0.183642773369344,0.367285546738689,34800
"350",0.546237114934826,0.0242059888445807,0.183070679867536,0.366141359735072,34900
"351",0.547940129552411,0.0242636566404525,0.182501690616611,0.365003381233222,35000
"352",0.549644493132316,0.02432128638649,0.181935780762798,0.363871561525595,35100
"353",0.551350206236191,0.0243788781853665,0.181372925717491,0.362745851434982,35200
"354",0.553057269423129,0.0244364321392182,0.180813101153712,0.361626202307424,35300
"355",0.554765683249699,0.0244939483496477,0.180256283002621,0.360512566005242,35400
