"","date","lower","median","upper"
"cases[39]",39,14.759515675722,16.491362431451,18.200839948449
"cases[40]",40,16.2052106170914,17.8312514465625,19.4344746233889
"cases[41]",41,17.6573416468448,19.1893640160517,20.6899158971755
"cases[42]",42,19.1223012145675,20.5555987827454,21.9679929261401
"cases[43]",43,20.5781531327716,21.9245673411722,23.253550770696
"cases[44]",44,22.0092393381191,23.2921876918904,24.5527282955766
"cases[45]",45,23.4194894862442,24.6515542367125,25.8666140400213
"cases[46]",46,24.7978185050906,25.9968236715838,27.1838440605566
"cases[47]",47,26.1416366866258,27.3248179130013,28.510273296022
